,ticker,year,month,date
1483,VRTX,2006,6,2006-06-01
1484,VRTX,2006,7,2006-07-01
1485,VRTX,2006,8,2006-08-01
1486,VRTX,2006,9,2006-09-01
1487,VRTX,2006,10,2006-10-01
1488,VRTX,2006,11,2006-11-01
1489,VRTX,2006,12,2006-12-01
1490,VRTX,2007,1,2007-01-01
1491,VRTX,2007,2,2007-02-01
1492,VRTX,2007,3,2007-03-01
1493,VRTX,2007,4,2007-04-01
1494,VRTX,2007,5,2007-05-01
1495,VRTX,2007,6,2007-06-01
1496,VRTX,2007,7,2007-07-01
1497,VRTX,2007,8,2007-08-01
1498,VRTX,2007,9,2007-09-01
1499,VRTX,2007,10,2007-10-01
1500,VRTX,2007,11,2007-11-01
1501,VRTX,2007,12,2007-12-01
1502,VRTX,2008,1,2008-01-01
1503,VRTX,2008,2,2008-02-01
1504,VRTX,2008,3,2008-03-01
1505,VRTX,2008,4,2008-04-01
1506,VRTX,2008,5,2008-05-01
1507,VRTX,2008,6,2008-06-01
1508,VRTX,2008,7,2008-07-01
1509,VRTX,2008,8,2008-08-01
1510,VRTX,2008,9,2008-09-01
1511,VRTX,2008,10,2008-10-01
1512,VRTX,2008,11,2008-11-01
1513,VRTX,2008,12,2008-12-01
1514,VRTX,2009,1,2009-01-01
1515,VRTX,2009,2,2009-02-01
1516,VRTX,2009,3,2009-03-01
1517,VRTX,2009,4,2009-04-01
1518,VRTX,2009,5,2009-05-01
1519,VRTX,2009,6,2009-06-01
1520,VRTX,2009,7,2009-07-01
1521,VRTX,2009,8,2009-08-01
1522,VRTX,2009,9,2009-09-01
1523,VRTX,2009,10,2009-10-01
1524,VRTX,2009,11,2009-11-01
1525,VRTX,2009,12,2009-12-01
1526,VRTX,2010,1,2010-01-01
1527,VRTX,2010,2,2010-02-01
1528,VRTX,2010,3,2010-03-01
1529,VRTX,2010,4,2010-04-01
1530,VRTX,2010,5,2010-05-01
1531,VRTX,2010,6,2010-06-01
1532,VRTX,2010,7,2010-07-01
1533,VRTX,2010,8,2010-08-01
1534,VRTX,2010,9,2010-09-01
1535,VRTX,2010,10,2010-10-01
1536,VRTX,2010,11,2010-11-01
1537,VRTX,2010,12,2010-12-01
1538,VRTX,2011,1,2011-01-01
1539,VRTX,2011,2,2011-02-01
1540,VRTX,2011,3,2011-03-01
1541,VRTX,2011,4,2011-04-01
1542,VRTX,2011,5,2011-05-01
1543,VRTX,2011,6,2011-06-01
1544,VRTX,2011,7,2011-07-01
1545,VRTX,2011,8,2011-08-01
1546,VRTX,2011,9,2011-09-01
1547,VRTX,2011,10,2011-10-01
1548,VRTX,2011,11,2011-11-01
1549,VRTX,2011,12,2011-12-01
1550,VRTX,2012,1,2012-01-01
1551,VRTX,2012,2,2012-02-01
1552,VRTX,2012,3,2012-03-01
1553,VRTX,2012,4,2012-04-01
1554,VRTX,2012,5,2012-05-01
1555,VRTX,2012,6,2012-06-01
1556,VRTX,2012,7,2012-07-01
1557,VRTX,2012,8,2012-08-01
1558,VRTX,2012,9,2012-09-01
1559,VRTX,2012,10,2012-10-01
1560,VRTX,2012,11,2012-11-01
1561,VRTX,2012,12,2012-12-01
1562,VRTX,2013,1,2013-01-01
1563,VRTX,2013,2,2013-02-01
1564,VRTX,2013,3,2013-03-01
1565,VRTX,2013,4,2013-04-01
1566,VRTX,2013,5,2013-05-01
1567,VRTX,2013,6,2013-06-01
1568,VRTX,2013,7,2013-07-01
1569,VRTX,2013,8,2013-08-01
1570,VRTX,2013,9,2013-09-01
1571,VRTX,2013,10,2013-10-01
1572,VRTX,2013,11,2013-11-01
1573,VRTX,2013,12,2013-12-01
1574,VRTX,2014,1,2014-01-01
1575,VRTX,2014,2,2014-02-01
1576,VRTX,2014,3,2014-03-01
1577,VRTX,2014,4,2014-04-01
1578,VRTX,2014,5,2014-05-01
1579,VRTX,2014,6,2014-06-01
1580,VRTX,2014,7,2014-07-01
1581,VRTX,2014,8,2014-08-01
1582,VRTX,2014,9,2014-09-01
1583,VRTX,2014,10,2014-10-01
1584,VRTX,2014,11,2014-11-01
1585,VRTX,2014,12,2014-12-01
1586,VRTX,2015,1,2015-01-01
1587,VRTX,2015,2,2015-02-01
1588,VRTX,2015,3,2015-03-01
1589,VRTX,2015,4,2015-04-01
1590,VRTX,2015,5,2015-05-01
1591,VRTX,2015,6,2015-06-01
1592,VRTX,2015,7,2015-07-01
1593,VRTX,2015,8,2015-08-01
1594,VRTX,2015,9,2015-09-01
1595,VRTX,2015,10,2015-10-01
1596,VRTX,2015,11,2015-11-01
1597,VRTX,2015,12,2015-12-01
1598,VRTX,2016,1,2016-01-01
1599,VRTX,2016,2,2016-02-01
1600,VRTX,2016,3,2016-03-01
1601,VRTX,2016,4,2016-04-01
1602,VRTX,2016,5,2016-05-01
1603,VRTX,2016,6,2016-06-01
1604,VRTX,2016,7,2016-07-01
1605,VRTX,2016,8,2016-08-01
1606,VRTX,2016,9,2016-09-01
1607,VRTX,2016,10,2016-10-01
1608,VRTX,2016,11,2016-11-01
1609,VRTX,2016,12,2016-12-01
1610,VRTX,2017,1,2017-01-01
1611,VRTX,2017,2,2017-02-01
1612,VRTX,2017,3,2017-03-01
1613,VRTX,2017,4,2017-04-01
1614,VRTX,2017,5,2017-05-01
1615,VRTX,2017,6,2017-06-01
1616,VRTX,2017,7,2017-07-01
1617,VRTX,2017,8,2017-08-01
1618,VRTX,2017,9,2017-09-01
1619,VRTX,2017,10,2017-10-01
1620,VRTX,2017,11,2017-11-01
1621,VRTX,2017,12,2017-12-01
1622,VRTX,2018,1,2018-01-01
1623,VRTX,2018,2,2018-02-01
1624,VRTX,2018,3,2018-03-01
1625,VRTX,2018,4,2018-04-01
1626,VRTX,2018,5,2018-05-01
1627,VRTX,2018,6,2018-06-01
1628,VRTX,2018,7,2018-07-01
1629,VRTX,2018,8,2018-08-01
1630,VRTX,2018,9,2018-09-01
1631,VRTX,2018,10,2018-10-01
1632,VRTX,2018,11,2018-11-01
1633,VRTX,2018,12,2018-12-01
1634,VRTX,2019,1,2019-01-01
1635,VRTX,2019,2,2019-02-01
1636,VRTX,2019,3,2019-03-01
1637,VRTX,2019,4,2019-04-01
1638,VRTX,2019,5,2019-05-01
1639,VRTX,2019,6,2019-06-01
1640,VRTX,2019,7,2019-07-01
1641,VRTX,2019,8,2019-08-01
1642,VRTX,2019,9,2019-09-01
1643,VRTX,2019,10,2019-10-01
1644,VRTX,2019,11,2019-11-01
